BC Sale Price,Wall Material,Roof Material,Basement,Central Air Conditioning,Age,Bedrooms,Building Square Feet,Full Baths,Garage Size,Half Baths,Land Acre,Tract Median Income
1.9096492097094748,Masonry,Shingle + Asphalt,Slab,Central A/C,21,2,1.422,2,1.0,0,0.026790634,99.44
1.931440882980894,Masonry,Tar + Gravel,Full,Central A/C,33,3,1.644,3,1.0,0,0.040266299,132.222
1.9417777490260417,Masonry,Shingle + Asphalt,Full,Central A/C,33,4,3.59,3,2.0,1,0.067217631,36.927
1.9613305404381736,Masonry,Tar + Gravel,Full,Central A/C,15,5,3.855,4,3.0,2,0.068319559,132.222
1.9707220640396244,Masonry,Tar + Gravel,Full,Central A/C,3,7,4.41,7,2.0,2,0.078627181,112.788
1.9283885125960567,Masonry,Shingle + Asphalt,Slab,Central A/C,26,3,1.869,3,2.0,0,0.024517906,122.479
1.9587431501496482,Masonry,Other,Full,Central A/C,17,5,3.876,4,2.0,1,0.068870523,141.806
1.9151047280043982,Masonry,Tar + Gravel,Full,Central A/C,52,2,1.072,1,0.0,1,0.0293618,112.788
1.9215535459447264,Masonry,Tar + Gravel,Slab,Central A/C,17,3,2.067,2,2.0,1,0.02056933,122.479
1.8950272237837045,Masonry,Tar + Gravel,Crawl,Central A/C,48,2,0.864,1,0.0,0,0.016483012,109.191
1.9352815198309425,Frame + Masonry,Shingle + Asphalt,Full,Central A/C,24,3,2.126,2,2.0,1,0.084297521,122.479
1.9259766789802395,Masonry,Tar + Gravel,Full,Central A/C,43,2,1.166,1,1.0,1,0.029935721,141.806
1.925464400750007,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.692,2,2.0,1,0.021579431,99.44
1.9183503419072274,Masonry,Tar + Gravel,Slab,Central A/C,23,3,1.826,1,1.0,1,0.015679522,36.927
1.935111431547695,Masonry,Tar + Gravel,Slab,Central A/C,6,4,2.134,3,2.0,1,0.030394858,58.542
1.9215535459447264,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.692,2,2.0,1,0.021763085,99.44
1.9238613012373118,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.692,2,2.0,1,0.017332415,99.44
1.9279250029843553,Masonry,Tar + Gravel,Slab,Central A/C,23,4,2.641,2,2.0,2,0.024081726,36.927
1.9357838700932064,Masonry,Shingle + Asphalt,Full,Central A/C,21,2,1.57,2,1.0,0,0.030325987,122.479
1.9206011554432783,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.456,2,2.0,1,0.018158861,99.44
1.9252042407993235,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.692,2,2.0,1,0.020454545,99.44
1.9131255514473862,Masonry,Shingle + Asphalt,Slab,Central A/C,25,3,1.951,3,1.0,0,0.018549128,132.222
1.9218475674212747,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.692,2,2.0,1,0.026078972,99.44
1.9357838700932064,Masonry,Tar + Gravel,Slab,Central A/C,17,3,2.953,3,2.0,1,0.027089073,158.375
1.9525287336722459,Masonry,Tar + Gravel,Full,Central A/C,18,4,3.951,4,2.0,1,0.068870523,148.616
1.944864025535096,Masonry,Shingle + Asphalt,Full,Central A/C,24,3,3.448,3,2.5,1,0.057392103,148.616
1.9267256694552688,Masonry,Tar + Gravel,Slab,Central A/C,31,3,1.616,2,1.0,1,0.042033976,148.616
1.9357838700932064,Frame,Shingle + Asphalt,Full,Central A/C,24,3,2.126,2,2.0,1,0.074609734,122.479
1.9642229123600035,Masonry,Tar + Gravel,Full,Central A/C,6,5,3.622,4,2.0,1,0.068870523,148.616
1.9231053551891208,Masonry,Tar + Gravel,Full,Central A/C,33,3,1.456,3,1.0,0,0.030371901,132.222
1.9382786600151631,Masonry,Shingle + Asphalt,Slab,Central A/C,33,4,3.76,3,1.0,2,0.031267218,83.806
1.9042722455176349,Frame + Masonry,Tar + Gravel,Slab,Central A/C,33,1,1.28,2,1.0,0,0.018319559,148.616
1.9506135201675205,Frame,Shingle + Asphalt,Full,Central A/C,28,3,1.98,2,2.0,1,0.062626263,141.806
1.8924793338859058,Masonry,Tar + Gravel,Crawl,Central A/C,48,2,0.864,1,0.0,0,0.018342516,112.788
1.9357838700932064,Masonry,Shingle + Asphalt,Full,Central A/C,21,2,1.57,2,1.0,0,0.03553719,122.479
1.961509982054025,Masonry,Tar + Gravel,Full,Central A/C,6,4,3.546,2,2.0,1,0.066666667,132.222
1.9408945875434458,Frame + Masonry,Shingle + Asphalt,Full,Central A/C,21,3,2.126,2,2.0,1,0.071166208,36.927
1.9558273895700613,Frame,Shingle + Asphalt,Full,Central A/C,25,4,2.784,2,2.0,1,0.058539945,122.479
1.9183503419072274,Masonry,Tar + Gravel,Slab,Central A/C,23,3,1.826,1,1.0,1,0.01540404,36.927
1.9269703256659778,Masonry,Tar + Gravel,Slab,Central A/C,49,4,1.633,1,1.0,1,0.016942149,94.598
1.9437678442884467,Masonry,Shingle + Asphalt,Slab,Central A/C,45,3,2.178,2,0.0,1,0.034435262,162.054
1.9445299803774772,Masonry,Shingle + Asphalt,Slab,Central A/C,42,4,3.824,3,1.0,1,0.033264463,83.806
1.9657002829714982,Masonry,Tar + Gravel,Full,Central A/C,3,4,2.986,3,2.0,1,0.071166208,138.934
1.9255161077276142,Masonry,Shingle + Asphalt,Slab,Central A/C,35,3,1.484,2,1.0,1,0.054040404,141.806
1.9547089186342161,Stucco,Tar + Gravel,Full,Central A/C,27,5,5.956,5,2.5,1,0.067768595,142.583
1.9591751709536136,Masonry,Tar + Gravel,Slab,Central A/C,13,4,4.512,6,2.0,0,0.028719008,77.267
1.9077468791971115,Frame + Masonry,Tar + Gravel,Slab,Central A/C,33,1,1.28,2,1.0,0,0.019375574,148.616
1.9183503419072274,Frame + Masonry,Shingle + Asphalt,Partial,Central A/C,9,3,1.958,2,2.0,1,0.028696051,148.616
1.9552786404500042,Masonry,Tar + Gravel,Full,Central A/C,15,5,4.71,4,2.0,1,0.075183655,141.806
1.9595938982179115,Masonry,Tar + Gravel,Partial,Central A/C,18,5,3.864,5,2.0,1,0.071740129,119.432
1.9396977310844472,Masonry,Tar + Gravel,Slab,Central A/C,24,3,1.965,3,1.5,0,0.02594123,121.318
1.940920380873261,Frame,Shingle + Asphalt,Full,Central A/C,25,4,2.784,2,2.0,1,0.058539945,122.479
1.9337006455868204,Masonry,Other,Full,Central A/C,21,2,2.945,4,0.0,2,0.057392103,58.542
1.9335177504685466,Masonry,Shingle + Asphalt,Full,Central A/C,24,3,2.126,2,2.0,1,0.074609734,122.479
1.9335177504685466,Masonry,Shingle + Asphalt,Slab,Central A/C,42,4,2.624,2,1.0,1,0.023875115,83.806
1.9455668946048184,Masonry,Shingle + Asphalt,Full,Central A/C,33,4,3.379,3,2.0,1,0.068870523,148.616
1.941023217538041,Masonry,Shingle + Asphalt,Slab,Central A/C,33,3,2.349,3,1.5,1,0.025780533,83.806
1.9528595479208968,Frame,Shingle + Asphalt,Crawl,Central A/C,50,4,2.304,3,1.5,1,0.070018365,162.054
1.960776772972363,Masonry,Tar + Gravel,Full,Central A/C,9,4,3.724,4,2.0,1,0.068319559,132.222
1.9244071053981546,Frame,Shingle + Asphalt,Full,Central A/C,24,3,2.52,3,3.0,1,0.057598714,132.222
1.9231621249604702,Masonry,Tar + Gravel,Slab,Central A/C,47,2,1.068,2,0.0,0,0.024196511,142.583
1.9647135126887014,Masonry,Tar + Gravel,Full,Central A/C,3,6,3.914,4,2.0,2,0.071740129,132.222
1.9080399020256595,Masonry,Shingle + Asphalt,Slab,Central A/C,21,2,1.422,2,1.0,0,0.026767677,99.44
1.9184182983551996,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.692,2,2.0,1,0.020316804,99.44
1.935111431547695,Masonry,Shingle + Asphalt,Slab,Central A/C,42,4,2.624,2,1.0,1,0.024954086,83.806
1.9432038165752936,Masonry,Tar + Gravel,Full,Central A/C,21,3,1.862,2,2.0,1,0.038429752,148.616
1.9503861061643166,Masonry,Tar + Gravel,Partial,Central A/C,18,5,3.36,4,2.0,1,0.071740129,119.432
1.9269703256659778,Masonry,Tar + Gravel,Full,Central A/C,48,3,1.254,2,0.0,1,0.031955923,112.788
1.9303689376177209,Masonry,Tar + Gravel,Slab,Central A/C,6,4,2.134,3,2.0,1,0.047199265,58.542
1.949018725806542,Masonry,Shingle + Asphalt,Partial,Central A/C,30,4,3.2,3,2.0,1,0.068870523,148.616
1.9151047280043982,Masonry,Tar + Gravel,Slab,Central A/C,21,2,1.52,2,2.0,1,0.021349862,148.616
1.9507634036082668,Masonry,Shingle + Asphalt,Full,Central A/C,33,3,2.83,3,2.5,1,0.071625344,141.806
1.902699148917896,Masonry,Tar + Gravel,Crawl,Central A/C,48,2,1.092,1,0.0,0,0.032782369,112.788
1.9333332962962655,Masonry,Tar + Gravel,Slab,Central A/C,17,3,2.379,2,2.0,1,0.021969697,122.479
1.9375304952445576,Masonry,Shingle + Asphalt,Full,Central A/C,24,3,3.239,2,2.0,1,0.067217631,36.927
1.9382786600151631,Masonry,Shingle + Asphalt,Slab,Central A/C,42,4,3.824,3,1.0,1,0.032460973,83.806
1.9611485655057095,Masonry,Shingle + Asphalt,Full,Central A/C,21,4,5.225,4,2.0,1,0.072176309,141.806
1.9412779780485296,Masonry,Tar + Gravel,Slab,Central A/C,24,3,2.799,3,2.0,1,0.036317723,121.318
1.9729085815408562,Masonry,Tar + Gravel,Full,Central A/C,6,6,5.514,5,2.5,2,0.050964187,133.079
1.9173101769405276,Masonry,Tar + Gravel,Slab,Central A/C,23,3,1.826,1,1.0,1,0.015702479,36.927
1.9174511656587003,Masonry,Shingle + Asphalt,Crawl,Central A/C,54,3,1.566,2,0.0,1,0.027708907,142.583
1.9263540305681341,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.692,2,2.0,1,0.017791552,99.44
1.9259766789802395,Masonry,Shingle + Asphalt,Slab,Central A/C,35,3,1.484,2,1.0,1,0.05392562,141.806
1.9193522161454488,Masonry,Tar + Gravel,Full,Central A/C,31,3,1.397,1,1.0,1,0.026538108,148.616
1.9179044467391417,Masonry,Tar + Gravel,Slab,Central A/C,23,3,1.826,1,1.0,1,0.015656566,36.927
1.951349574458948,Masonry,Tar + Gravel,Full,Central A/C,26,4,3.09,3,2.0,1,0.055096419,148.616
1.9041073397029231,Frame + Masonry,Shingle + Asphalt,Partial,Central A/C,49,2,0.859,1,0.0,1,0.017355372,142.583
1.9035514355659175,Masonry,Tar + Gravel,Full,Central A/C,49,2,0.735,1,0.0,1,0.017539027,142.583
1.9483602220505678,Masonry,Tar + Gravel,Slab,Central A/C,24,3,2.799,3,2.0,1,0.036317723,121.318
1.9292893218813452,Frame + Masonry,Shingle + Asphalt,Slab,Central A/C,45,2,1.188,2,1.0,0,0.037396694,112.788
1.928480146014785,Masonry,Tar + Gravel,Full,Central A/C,33,3,1.644,3,1.0,0,0.030371901,132.222
1.941023217538041,Frame,Shingle + Asphalt,Full,Central A/C,30,3,1.568,1,0.0,1,0.08117539,132.222
1.9333333333333333,Masonry,Tar + Gravel,Partial,No Central A/C,51,4,1.518,2,0.0,0,0.027800735,112.788
1.9156725957288432,Masonry,Tar + Gravel,Slab,Central A/C,24,3,1.965,3,1.5,0,0.019995409,121.318
1.9429455669265452,Masonry,Shingle + Asphalt,Slab,Central A/C,33,3,2.349,2,1.5,1,0.027869605,83.806
1.894590744661054,Masonry,Tar + Gravel,Crawl,Central A/C,48,2,0.864,1,0.0,0,0.025091827,109.191
1.9528595479208968,Masonry,Tar + Gravel,Full,Central A/C,21,4,3.82,3,2.0,1,0.113131313,132.222
1.9316813014314844,Masonry,Shingle + Asphalt,Full,Central A/C,21,2,1.583,2,1.0,0,0.030004591,122.479
1.9483602220505678,Masonry,Tar + Gravel,Full,Central A/C,37,4,2.998,3,2.0,1,0.096923783,142.583
1.9645892884101746,Masonry,Tar + Gravel,Full,Central A/C,6,4,3.701,4,2.0,2,0.068870523,148.616
1.9283885125960567,Masonry,Tar + Gravel,Slab,Central A/C,6,4,2.134,3,2.0,1,0.029338843,58.542
1.935111431547695,Masonry,Shingle + Asphalt,Slab,Central A/C,33,3,2.4,2,2.0,1,0.029545455,83.806
1.9657778391342546,Masonry,Shingle + Asphalt,Full,Central A/C,3,5,4.235,5,2.0,1,0.071166208,138.934
1.9394217467184618,Masonry,Tar + Gravel,Slab,Central A/C,32,4,3.028,2,2.0,1,0.061914601,148.616
1.9751930530821582,Masonry,Other,Full,Central A/C,6,4,5.838,4,4.0,1,0.151538108,138.934
1.9212500769041843,Masonry,Tar + Gravel,Slab,Central A/C,27,2,1.496,2,2.0,0,0.01402663,148.616
1.9396977310844472,Masonry,Tar + Gravel,Slab,Central A/C,41,4,4.178,2,3.0,1,0.103305785,94.598
1.9467847915809808,Masonry,Tar + Gravel,Slab,Central A/C,24,3,2.799,3,2.0,1,0.033103765,121.318
1.9130434782608696,Masonry,Tar + Gravel,Full,Central A/C,52,2,1.088,2,0.0,1,0.022796143,112.788
1.9344174164216048,Frame,Shingle + Asphalt,Full,Central A/C,17,4,2.07,2,2.0,1,0.070454545,99.44
1.9590898525135387,Masonry,Shingle + Asphalt,Slab,Central A/C,29,4,4.393,4,2.0,1,0.042011019,60.566
1.9563564219528016,Masonry,Tar + Gravel,Full,Central A/C,15,5,3.88,4,2.0,1,0.073461892,132.222
1.9396977310844472,Masonry,Tar + Gravel,Crawl,Central A/C,27,3,2.382,2,1.0,1,0.088842975,132.222
1.9090909090909092,Masonry,Tar + Gravel,Full,Central A/C,47,1,0.936,1,0.0,0,0.021212121,162.054
1.920063923302257,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.692,2,2.0,1,0.017493113,99.44
1.9422649730810375,Masonry,Tar + Gravel,Partial,Central A/C,27,5,5.019,4,2.0,1,0.078099174,141.806
1.9455668946048184,Masonry,Shingle + Asphalt,Partial,Central A/C,32,3,3.018,3,2.0,0,0.071166208,138.934
1.9318005660529527,Masonry,Shingle + Asphalt,Full,Central A/C,22,2,1.583,2,1.0,2,0.030257117,122.479
1.9403715206000056,Masonry,Shingle + Asphalt,Slab,Central A/C,42,4,3.824,3,1.0,1,0.013544536,83.806
1.9336093869690707,Masonry,Shingle + Asphalt,Full,Central A/C,21,2,1.57,2,1.0,0,0.030325987,122.479
1.906031802853012,Masonry,Shingle + Asphalt,Partial,Central A/C,49,2,0.759,1,0.0,1,0.018640955,142.583
1.9595938982179115,Masonry,Tar + Gravel,Full,Central A/C,12,6,3.983,7,2.5,3,0.073461892,132.222
1.9190223669821085,Masonry,Tar + Gravel,Full,No Central A/C,55,4,1.908,2,0.0,1,0.038567493,83.806
1.947295372330527,Frame,Shingle + Asphalt,Full,Central A/C,9,5,2.732,3,2.0,0,0.074609734,132.222
1.9040963156573274,Masonry,Tar + Gravel,Full,Central A/C,51,2,0.868,1,0.0,0,0.012488522,162.054
1.9533747595879842,Masonry,Tar + Gravel,Full,Central A/C,3,5,3.22,4,2.0,2,0.057392103,148.616
1.9465477516175151,Masonry,Shingle + Asphalt,Full,Central A/C,31,2,2.446,4,2.0,1,0.046372819,148.616
1.899965482135978,Masonry,Tar + Gravel,Crawl,Central A/C,48,2,1.092,1,0.0,0,0.029637282,112.788
1.9428104384299405,Masonry,Tar + Gravel,Slab,Central A/C,31,4,3.618,3,2.0,1,0.062993572,132.222
1.9301569704230421,Masonry,Tar + Gravel,Slab,Central A/C,23,4,2.641,2,2.0,2,0.024471993,36.927
1.9226104356177394,Masonry,Shingle + Asphalt,Slab,Central A/C,35,3,1.484,2,1.0,1,0.046097337,141.806
1.9514928749927334,Masonry,Tar + Gravel,Partial,Central A/C,21,4,2.89,2,2.0,1,0.058539945,122.479
1.96,Masonry,Shingle + Asphalt,Full,Central A/C,17,4,3.798,5,2.0,1,0.071740129,119.432
1.9426224689450753,Masonry,Tar + Gravel,Slab,Central A/C,24,3,2.799,2,2.0,1,0.034022039,121.318
1.9508971383859763,Masonry,Tar + Gravel,Partial,Central A/C,45,4,4.709,3,2.0,2,0.078076217,112.788
1.9359487384779652,Masonry,Shingle + Asphalt,Slab,Central A/C,21,3,2.113,2,2.0,2,0.033746556,122.479
1.9367544467966324,Masonry,Tar + Gravel,Slab,Central A/C,33,3,2.503,2,1.0,1,0.025711662,60.566
1.9465477516175151,Masonry,Shingle + Asphalt,Full,Central A/C,30,5,3.62,4,2.0,0,0.068870523,148.616
1.9335177504685466,Masonry,Shingle + Asphalt,Full,Central A/C,21,2,1.44,2,1.0,0,0.030165289,122.479
1.9739622178038352,Masonry,Tar + Gravel,Full,Central A/C,3,6,4.29,6,0.0,2,0.076882461,111.372
1.9114385114459904,Frame + Masonry,Tar + Gravel,Slab,Central A/C,33,1,1.28,2,1.0,0,0.018342516,148.616
1.9292915314864618,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.692,2,2.0,1,0.024494949,99.44
1.919548201329087,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.456,2,1.0,1,0.018617998,99.44
1.9518456587656923,Masonry,Tar + Gravel,Slab,Central A/C,17,3,4.008,3,2.5,1,0.036157025,158.375
1.967008556046307,Stucco,Tar + Gravel,Full,Central A/C,38,4,3.952,4,3.0,2,0.103305785,94.598
1.9,Frame + Masonry,Tar + Gravel,Slab,Central A/C,33,1,1.28,2,1.0,0,0.018319559,148.616
1.9396977310844472,Masonry,Tar + Gravel,Slab,Central A/C,24,3,2.799,3,2.0,1,0.029040404,121.318
1.9618961205894425,Masonry,Tar + Gravel,Full,Central A/C,6,4,4.089,3,2.5,1,0.052571166,141.806
1.9364358273836273,Masonry,Shingle + Asphalt,Full,Central A/C,24,3,2.105,2,2.0,1,0.081060606,122.479
1.9382786600151631,Frame + Masonry,Shingle + Asphalt,Full,Central A/C,24,4,2.136,2,2.0,1,0.084297521,122.479
1.961509982054025,Masonry,Shingle + Asphalt,Full,Central A/C,21,5,4.23,4,3.0,1,0.066115702,162.054
1.9260526133353464,Masonry,Tar + Gravel,Slab,Central A/C,6,4,2.134,3,2.0,1,0.028627181,58.542
1.9333333333333333,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.692,2,2.0,1,0.024632691,99.44
1.964078939594645,Masonry,Tar + Gravel,Full,Central A/C,15,5,4.063,3,2.5,1,0.071166208,138.934
1.937377570891485,Frame,Shingle + Asphalt,Partial,Central A/C,32,6,1.868,2,1.0,1,0.036363636,148.616
1.9370683224472447,Masonry,Tar + Gravel,Full,Central A/C,21,4,3.478,3,2.0,1,0.067217631,36.927
1.8960249510179927,Masonry,Tar + Gravel,Crawl,Central A/C,48,2,0.864,1,0.0,0,0.022015611,112.788
1.9370683224472447,Frame,Shingle + Asphalt,Full,Central A/C,24,4,2.126,2,2.0,1,0.064853076,122.479
1.9316014431943231,Frame,Shingle + Asphalt,Partial,Central A/C,24,3,2.236,2,2.0,1,0.071166208,36.927
1.9367228002831667,Masonry,Shingle + Asphalt,Full,Central A/C,17,4,2.516,2,2.0,1,0.06365932,122.479
1.9698488655422237,Masonry,Tar + Gravel,Full,Central A/C,6,5,4.384,5,2.0,2,0.059687787,133.079
1.9003110427441547,Masonry,Tar + Gravel,Crawl,Central A/C,48,2,0.864,1,0.0,0,0.016896235,112.788
1.9521224101450878,Masonry,Shingle + Asphalt,Full,Central A/C,18,3,2.775,4,2.0,1,0.057392103,148.616
1.9196780671097502,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.456,2,2.0,1,0.019191919,99.44
1.9172394111397633,Masonry,Tar + Gravel,Slab,Central A/C,27,2,1.603,2,1.0,0,0.01446281,148.616
1.9458171630817123,Masonry,Tar + Gravel,Partial,Central A/C,30,2,1.774,2,1.0,1,0.041781451,141.806
1.963485162832989,Masonry,Tar + Gravel,Full,Central A/C,17,5,8.306,5,3.0,2,0.083861341,128.243
1.9006192010000094,Masonry,Tar + Gravel,Crawl,Central A/C,48,2,0.987,1,0.0,0,0.025459137,112.788
1.9417777490260417,Masonry,Tar + Gravel,Slab,Central A/C,33,4,3.009,2,2.0,1,0.062235996,148.616
1.9105572809000084,Masonry,Tar + Gravel,Crawl,Central A/C,48,2,0.987,1,0.0,0,0.029660239,109.191
1.941023217538041,Masonry,Shingle + Asphalt,Full,Central A/C,27,3,3.095,3,2.5,1,0.057392103,148.616
1.9018238612652367,Masonry,Tar + Gravel,Slab,No Central A/C,49,2,1.386,1,0.0,1,0.015886134,142.583
1.9568668907186246,Masonry,Tar + Gravel,Slab,Central A/C,15,5,6.404,4,2.0,1,0.061432507,128.243
1.9622035526990773,Masonry,Tar + Gravel,Full,Central A/C,15,5,5.04,5,3.0,0,0.083861341,128.243
1.9102877391967488,Masonry,Shingle + Asphalt,Slab,Central A/C,21,2,1.422,2,1.0,0,0.026561065,99.44
1.9617745213946003,Masonry,Shingle + Asphalt,Full,Central A/C,9,4,4.483,2,2.0,2,0.067217631,162.054
1.9445299803774772,Masonry,Shingle + Asphalt,Slab,Central A/C,30,4,2.524,2,1.5,1,0.058539945,122.479
1.9560942960041239,Masonry,Tar + Gravel,Full,Central A/C,17,4,3.766,4,0.0,0,0.071740129,132.222
1.924675642284529,Masonry,Shingle + Asphalt,Slab,Central A/C,26,3,1.869,3,1.0,0,0.026790634,122.479
1.960776772972363,Masonry,Shingle + Asphalt,Partial,Central A/C,24,3,2.76,2,2.0,1,0.075183655,141.806
1.910106685004901,Masonry,Shingle + Asphalt,Full,Central A/C,50,3,1.037,1,0.0,1,0.016368228,142.583
1.928616938975175,Masonry,Shingle + Asphalt,Slab,Central A/C,36,3,1.958,2,1.0,1,0.025826446,162.054
1.9370215388866616,Masonry,Tar + Gravel,Slab,Central A/C,6,4,2.134,3,2.0,1,0.036960514,58.542
1.9539956293771763,Masonry,Shingle + Asphalt,Full,Central A/C,18,4,3.816,3,2.0,1,0.068319559,132.222
1.9183503419072274,Masonry,Tar + Gravel,Full,Central A/C,55,3,1.152,2,0.0,1,0.025344353,112.788
1.9018238612652367,Masonry,Tar + Gravel,Crawl,Central A/C,48,2,1.092,1,0.0,0,0.02543618,109.191
1.912837273271918,Frame + Masonry,Tar + Gravel,Slab,Central A/C,33,1,1.28,2,1.0,0,0.018342516,148.616
1.9303689376177209,Masonry,Tar + Gravel,Slab,Central A/C,15,3,1.692,2,2.0,1,0.020477502,99.44
1.962371165264656,Masonry,Shingle + Asphalt,Full,Central A/C,21,5,4.118,4,2.0,1,0.072887971,142.583
1.9676619166618223,Masonry,Tar + Gravel,Full,Central A/C,3,7,4.54,5,2.0,2,0.067814509,142.583
1.9465477516175151,Frame,Shingle + Asphalt,Full,Central A/C,25,3,2.784,2,2.0,1,0.058539945,122.479
1.9348882986606988,Frame + Masonry,Shingle + Asphalt,Slab,Central A/C,44,4,2.787,2,1.0,0,0.035743802,112.788
1.9024099927051468,Masonry,Shingle + Asphalt,Full,Central A/C,50,3,0.826,1,0.0,1,0.019077135,142.583
1.9382786600151631,Masonry,Shingle + Asphalt,Slab,Central A/C,33,3,2.532,3,1.5,1,0.033333333,83.806
1.9269703256659778,Frame + Masonry,Shingle + Asphalt,Slab,Central A/C,6,3,1.8,2,2.0,1,0.021464646,58.542
1.9683772233983161,Masonry,Shingle + Asphalt,Full,Central A/C,21,4,5.752,4,3.0,1,0.099242424,141.806
1.9209430584957905,Masonry,Tar + Gravel,Slab,Central A/C,31,3,1.616,2,1.0,1,0.020247934,148.616
1.924675642284529,Masonry,Tar + Gravel,Slab,Central A/C,27,2,1.603,2,1.0,0,0.014830119,148.616
1.9277841855325881,Masonry,Tar + Gravel,Slab,Central A/C,27,3,2.326,2,1.5,1,0.020592287,148.616
1.9289555166674612,Masonry,Shingle + Asphalt,Slab,Central A/C,26,3,1.869,3,1.0,0,0.024494949,122.479
1.96,Masonry,Tar + Gravel,Full,Central A/C,18,3,3.713,3,2.0,1,0.071740129,148.616
1.9629724852762807,Masonry,Other,Full,Central A/C,6,5,3.781,4,2.5,1,0.071166208,138.934
1.910106685004901,Masonry,Tar + Gravel,Slab,Central A/C,50,2,1.386,2,0.0,1,0.015886134,142.583
